120158,呂小騏,F,83,71,55,84
120159,林小駿,M,87,30,96,72
120160,莊小瑾,F,46,96,70,84
120161,曾小婷,F,58,76,41,73
120162,鍾小正,M,88,69,74,62
120163,何小穎,F,57,65,57,45
120164,洪小亭,F,77,82,59,67
120165,王小卉,F,55,84,86,54
120166,蔡小臻,F,70,68,61,74
120167,江小緯,M,40,81,79,46
120168,賴小威,M,63,78,58,70
120169,張小倫,M,49,80,69,74
120170,雲小邗,F,68,34,55,47
120171,葉小震,M,64,74,76,73
120172,蘇小睿,F,100,91,62,70
120173,江小潔,F,71,100,86,65
120174,王小楨,F,95,81,69,79
120175,楊小元,M,72,93,86,61
120176,蔡小紋,F,91,81,82,82
120177,簡小慧,F,74,59,71,59
120178,蘇小綺,F,84,67,75,53
120179,陳小璇,F,83,40,67,61
120180,謝小璇,F,60,100,56,82
120181,李小萩,F,67,83,100,93
120182,江小蓉,F,87,70,71,46
120183,劉小昀,F,73,65,73,50
120184,陳小蓁,F,75,84,61,83
120185,陳小韶,F,82,59,83,73
120186,許小舜,M,87,74,71,63
120187,曾小翰,M,59,84,83,67
120188,林小瑋,M,68,85,94,60
120189,張小玲,F,56,77,70,66
120190,吳小潔,F,50,75,85,58
120191,游小翰,M,44,72,65,65
120192,謝小文,F,84,74,41,49
120193,呂小雄,M,86,54,57,63
120194,韓小雯,F,89,52,83,66
120195,林小樺,F,83,58,79,54
120196,林小毅,M,56,69,68,68
120197,高小宇,M,69,55,60,70
120198,陳小玉,F,55,55,44,72
120199,陳小芬,F,71,79,81,57
120200,蔡小翰,M,63,73,59,48
120201,游小婷,F,70,86,100,61
120202,李小欣,F,64,42,85,69
120203,陳小臻,F,52,55,81,59
120204,趙小居,M,86,83,78,56
120205,林小涵,F,100,70,93,60
120206,黃小文,F,58,71,48,85
120207,盧小宇,M,88,62,82,65
120208,謝小琳,F,82,71,65,68
120209,許小琳,F,61,86,61,59
120210,張小嘉,F,94,80,89,59
120211,黃小雯,F,92,94,81,59
120212,郭小辰,F,64,74,75,38
120213,李小筠,F,70,72,61,83
120214,林小凱,M,84,57,75,51
120215,許小妮,F,81,68,63,51
120216,陳小樺,F,54,80,71,61
120217,劉小傑,M,62,82,81,63
120218,張小潔,F,67,80,60,43
120219,胡小麟,M,76,55,76,60
120220,何小霓,F,83,64,81,64
120221,林小葦,M,57,55,72,55
120222,熊小瑋,M,65,99,70,56
120223,廖小慈,F,71,86,96,52
120224,顏小琇,F,77,64,58,51
120225,蕭小廷,F,66,82,81,83
120226,吳小綸,F,85,77,78,53
120227,張小瑜,F,76,61,75,81
120228,康小華,F,75,87,59,66
120229,吳小穎,F,60,25,71,83
120230,蔡小達,M,46,57,58,67
120231,施小芹,F,66,62,75,61
120232,葉小儀,F,44,62,50,68
120233,蔡小節,F,71,60,66,66
120234,左小寧,F,100,59,51,51
120235,郭小瑄,F,77,82,92,74
120236,楊小依,F,75,71,45,57
120237,張小薇,F,80,76,73,41
120238,陳小鈞,F,54,93,84,57
120239,林小孜,F,79,100,56,63
120240,林小蓮,F,84,64,98,70
120241,陳小鍶,F,98,73,58,75
120242,高小軒,M,90,64,92,51
120243,張小凱,M,61,79,84,81
120244,陳小如,F,75,94,66,93
120245,宋小萍,F,79,78,69,77
120246,林小蔓,F,74,88,86,56
120247,賴小如,F,79,88,64,79
120248,尤小祥,M,77,79,89,56
120249,蘇小仲,M,91,100,81,63
120250,吳小哲,M,93,90,99,68
120251,王小荃,F,47,100,80,62
120252,陳小廷,M,64,80,82,78
120253,賴小潔,F,81,74,60,67
120254,劉小文,M,65,83,88,88
120255,劉小伶,F,91,79,46,64
120256,吳小妃,F,73,60,43,52
120257,莊小心,F,58,70,70,72
120258,陳小柔,F,59,49,46,36
120259,陳小瑋,M,62,84,75,56
120260,上小儀,F,55,82,99,79
120261,洪小祺,F,72,93,74,63
120262,潘小琳,F,64,59,64,52
120263,封小柔,F,69,58,83,26
120264,陳小軒,F,86,38,85,47
120265,梁小鎬,M,68,90,76,82
120266,邱小聖,M,77,86,75,57
120267,李小萍,F,63,65,68,77
120268,余小穎,F,85,92,84,57
120269,詹小任,M,81,79,39,76
120270,戴小婷,F,87,83,70,74
120271,呂小儒,F,45,49,66,62
120272,張小銘,F,90,64,79,78
120273,顏小葶,F,80,82,59,39
120274,林小潔,F,52,100,81,55
120275,黃小銘,M,56,56,74,68
120276,蕭小瑄,F,68,68,66,80
120277,沈小馨,F,73,79,72,66
120278,吳小如,F,96,68,57,76
120279,郭小靜,F,76,68,65,67
120280,宋小芳,F,79,60,83,51
120281,陳小恩,F,68,78,61,60
120282,黃小庭,F,81,99,95,79
120283,王小文,F,84,98,55,80
120284,朱小霆,M,67,92,62,45
120285,王小懿,F,56,76,83,74
120286,陳小璇,F,75,76,75,51
120287,蘇小舜,M,76,90,67,64
120288,吳小倫,F,68,91,79,55
120289,林小霞,F,67,84,57,44
120290,徐小凌,F,80,90,96,63
120291,賴小容,F,61,59,54,71
120292,邵小雅,F,73,55,76,74
120293,李小儀,F,84,79,92,74
120294,洪小庭,F,90,58,84,66
120295,詹小禎,F,92,77,51,72
120296,劉小妮,F,83,80,86,69
120297,鐘小羽,F,95,88,93,82
120298,吳小庭,F,84,91,72,76
120299,陳小樺,M,69,56,86,70
120300,周小璇,F,91,79,83,47
120301,邱小敏,F,84,65,68,82
120302,邱小珂,F,93,82,58,70
120303,杜小玲,F,55,65,53,42
120304,游小萱,F,92,90,87,51
120305,徐小蒨,F,79,71,98,77
120306,高小妤,F,60,70,70,75
120307,邱小慧,F,71,89,67,46
120308,丁小淮,F,74,70,80,75
120309,吳小昕,F,83,73,57,85
120310,宋小微,F,79,97,62,30
120311,洪小揚,F,89,67,62,53
120312,馬小瑄,F,83,67,84,67
120313,鄧小心,F,80,82,84,89
120314,張小誠,M,64,85,92,44
120315,高小筠,F,80,82,78,60
120316,高小鈞,F,88,65,84,71
120317,楊小萱,F,81,71,86,52
120318,陳小安,F,58,86,68,87
120319,王小騏,F,89,80,91,57
120320,劉小羚,F,70,71,63,85
120321,陳小晴,F,59,78,62,67
120322,鄭小文,F,71,63,73,84
120323,杜小潔,F,58,58,44,52
120324,周小慈,F,58,65,59,78
120325,羅小林,M,64,34,59,64
120326,郭小妤,F,63,74,66,30
120327,吳小燕,F,94,82,94,74
120328,黃小菻,F,59,73,59,54
120329,許小潔,F,80,91,94,97
120330,陳小婕,F,78,88,95,67
120331,賴小如,F,85,89,70,53
120332,張小倢,F,65,98,77,75
120333,詹小宇,M,70,83,98,55
120334,呂小亮,M,76,66,100,66
120335,閔小涵,F,76,96,76,82
120336,吳小甄,F,84,96,87,71
120337,劉小君,F,71,64,66,56
120338,李小婷,F,90,43,59,73
120339,陳小妮,F,73,71,83,54
120340,吳小懷,M,93,88,80,40
120341,童小儀,F,82,56,69,70
120342,羅小瑄,F,68,75,53,63
120343,鄭小謙,M,95,68,78,49
120344,蔡小慈,F,67,65,81,64
120345,林小萱,F,49,85,86,63
120346,蔡小宣,M,96,89,74,63
120347,王小婷,F,78,83,55,54
120348,王小伶,F,83,70,87,71
120349,杜小安,M,61,88,84,71
120350,陳小安,M,68,90,72,71
120351,余小昱,M,57,50,82,71
120352,簡小萱,F,63,56,48,74
120353,盧小姍,F,94,89,82,67
120354,林小茹,F,58,64,86,61
120355,王小源,F,59,81,83,90
120356,林小青,F,57,70,73,65
120357,洪小庭,F,85,72,84,77
120358,黃小晴,F,63,60,93,61
120359,王小禎,F,83,45,81,74
120360,謝小如,F,59,85,63,75
120361,林小蓁,F,93,95,89,54
120362,李小瑢,F,84,60,83,81
120363,陳小蓉,F,68,60,68,60
120364,練小寧,F,74,71,100,56
120365,吳小賢,M,91,69,61,98
120366,蔡小儒,M,59,64,81,75
120367,呂小圻,F,79,58,100,79
120368,楊小柔,F,80,86,54,68
120369,丁小菱,F,74,64,74,77
120370,李小潤,F,77,100,73,67
120371,黃小芳,F,83,94,59,66
120372,陳小怡,F,57,96,88,59
120373,陳小伶,F,56,60,88,66
120374,吳小任,M,54,79,70,81
120375,黃小琳,F,63,85,77,55
120376,徐小芸,F,65,69,49,36
120377,劉小湄,F,85,71,72,56
120378,鐘小吟,F,81,71,65,93
120379,李小心,F,87,90,70,63
120380,蘇小雅,F,51,60,63,50
120381,吳小倫,F,100,97,78,92
120382,陳小君,F,58,73,65,58
120383,戴小倩,F,85,71,75,84
120384,陳小戎,M,53,53,73,59
120385,劉小伶,F,62,78,80,52
120386,楊小珺,F,67,80,63,69
120387,王小棋,F,79,82,61,63
120388,于小涵,F,63,57,56,57
120389,余小壕,M,75,63,58,52
120390,吳小翰,M,73,80,59,46
120391,簡小珊,F,87,79,60,72
120392,陳小芳,F,73,67,87,55
120393,邱小晴,F,79,55,61,49
120394,張小汝,F,80,92,83,80
120395,林小岑,F,69,62,54,62
120396,蔡小蘋,F,61,88,77,60
120397,廖小茹,F,54,70,64,68
120398,賴小妏,F,84,59,51,69
120399,鄭小雯,F,84,70,51,82
120400,李小如,F,92,61,80,81
120401,張小文,F,66,59,71,59
120402,鄭小妤,F,58,84,86,86
120403,蔡小錩,M,83,67,60,72
120404,洪小琦,F,61,76,89,68
120405,周小鈞,M,74,78,79,61
120406,胡小涵,F,58,59,80,44
120407,趙小麟,M,82,73,65,63
120408,王小耀,M,99,71,80,80
120409,李小倫,F,100,95,64,90
120410,洪小楷,F,67,76,68,99
120411,李小美,F,60,71,59,48
120412,劉小玫,F,85,56,62,78
120413,陳小立,F,63,64,60,66
120414,賴小樺,F,66,69,75,90
120415,沈小韻,F,86,84,52,66
120416,余小穎,F,80,72,95,81
120417,葉小寧,F,62,69,60,70
120418,許小儀,F,47,73,76,62
120419,藍小頡,M,72,99,64,66
120420,曾小繕,F,83,80,86,67
120421,楊小翰,M,76,51,66,53
120422,高小喻,F,56,61,38,57
120423,陳小心,F,60,58,67,71
120424,王小翔,M,63,99,61,82
120425,黃小晴,F,92,65,94,59
120426,陳小庭,F,73,35,63,68
120427,何小昀,F,69,93,57,71
120428,彭小容,F,86,73,60,67
120429,王小慧,F,55,94,71,40
120430,蕭小綾,F,60,89,71,55
120431,孔小雅,F,62,90,100,94
120432,王小婷,F,70,99,69,60
120433,吳小彥,M,74,81,75,83
120434,莊小晴,F,81,69,94,61
120435,荊小硯,M,65,82,59,55
120436,張小甄,F,88,91,57,56
120437,李小璇,F,82,78,57,68
120438,朱小香,F,39,84,59,41
120439,陳小慧,F,88,93,76,73
120440,陳小竹,F,91,89,73,66
120441,孫小汝,F,96,57,80,65
120442,陳小如,F,55,64,70,61
120443,吳小衛,M,67,100,68,78
120444,黃小慈,F,74,67,51,47
120445,徐小至,M,76,49,87,65
120446,陳小暉,M,71,86,64,70
120447,林小榮,M,64,80,69,50
120448,鄭小勳,F,73,63,71,70
120449,蔡小彰,M,87,80,51,61
120450,陳小伶,F,87,77,85,53
120451,王小雯,F,91,66,72,68
120452,劉小瑜,F,74,85,67,60
120453,詹小綺,F,52,43,94,53
120454,劉小榆,F,50,68,65,79
120455,葉小嫻,F,54,66,72,57
120456,陳小銘,M,78,69,71,62
120457,林小融,F,95,67,56,91
120458,陳小霖,F,60,99,60,56
120459,范小萍,F,84,67,82,75
120460,王小寧,F,89,89,51,52
120461,張小蓁,F,74,72,69,72
120462,許小偉,M,65,62,78,70
120463,張小瑜,F,89,91,71,64
120464,蔣小圻,F,71,57,74,68
120465,葉小瑄,F,57,64,76,51
120466,陳小穎,F,68,82,68,35
120467,趙小儒,F,64,89,79,77
120468,王小儀,F,86,100,66,79
120469,廖小葦,M,71,67,69,52
120470,周小蓉,F,86,77,84,62
120471,陳小蓁,F,71,95,61,58
120472,許小群,M,72,64,58,74
120473,彭小炤,M,89,56,54,39
120474,劉小嘉,M,64,82,79,81
120475,房小均,F,69,83,71,51
120476,洪小柔,F,98,63,68,53
120477,許小筑,F,64,61,77,37
120478,曾小皓,M,72,66,83,90
120479,章小文,F,93,67,83,77
120480,謝小敏,F,86,68,62,51
120481,高小儀,F,66,87,77,43
120482,徐小媛,F,75,95,83,61
120483,劉小妤,F,80,100,62,71
120484,陳小卉,F,81,73,54,76
120485,陳小萱,F,72,86,88,65
120486,詹小如,F,62,77,44,41
120487,郭小君,F,87,86,81,79
120488,吳小蓮,F,92,95,44,71
120489,岳小嚴,F,76,70,67,66
120490,李小寧,F,61,96,100,51
120491,趙小蔭,M,89,96,58,55
120492,黃小樹,M,88,78,93,76
120493,高小絜,F,51,89,49,68
120494,林小文,F,61,67,76,60
120495,楊小右,M,66,82,76,51
120496,李小雯,F,66,90,62,77
120497,許小薇,F,51,60,51,48
120498,張小雰,F,98,63,53,63
120499,黃小君,F,81,66,89,77
120500,魏小婕,F,85,100,70,51
120501,蕭小鳳,F,62,71,71,49
120502,莊小鈞,F,96,91,91,67
120503,陳小雄,M,96,100,92,65
120504,陳小賢,M,55,68,76,39
120505,賴小之,F,82,80,67,77
120506,王小駿,M,46,78,63,58
120507,李小諭,F,78,77,79,50
120508,謝小螢,F,78,96,85,84
120509,王小穎,F,80,79,49,70
120510,洪小惠,F,77,74,78,73
120511,李小俊,F,87,74,76,42
120512,林小蓁,F,67,94,75,64
120513,賀小笙,M,63,97,81,54
120514,蔡小峻,M,66,57,84,82
120515,盧小瑟,F,63,88,56,56
120516,曾小容,F,87,88,84,64
120517,邊小原,F,57,96,61,56
120518,魏小潔,F,94,52,79,58
120519,黃小苹,F,83,47,80,91
120520,林小璞,F,66,100,88,56
120521,曾小涵,F,86,84,89,51
120522,戴小婷,F,100,60,69,81
120523,洪小婷,F,65,82,77,59
120524,張小雯,F,88,61,88,68
120525,黃小怡,F,89,79,77,65
120526,高小中,M,75,96,84,87
120527,高小怡,F,86,100,51,49
120528,陳小文,F,73,75,59,76
120529,賴小婷,F,52,89,77,66
120530,曾小琪,F,88,92,96,65
120531,黃小偉,M,77,70,82,73
120532,張小婷,F,86,49,59,71
120533,蔡小倫,F,88,70,93,94
120534,陳小穎,F,53,100,48,87
120535,林小如,F,67,93,77,59
120536,林小惟,M,46,75,89,79
120537,莊小臻,F,55,73,83,69
120538,楊小郁,F,74,40,39,60
120539,張小瑄,F,96,67,88,77
120540,林小琇,F,98,91,57,71
120541,曾小君,F,58,51,57,70
120542,陳小婷,F,76,77,92,82
120543,林小瑜,F,88,61,76,53
120544,蘇小寧,F,78,100,85,81
120545,林小安,F,97,71,82,88
120546,簡小勳,M,92,92,67,69
120547,謝小婷,F,84,74,47,72
120548,何小榛,F,65,79,61,83
120549,夏小鈺,F,78,82,83,41
120550,陳小琳,F,84,72,63,65
120551,鄭小萱,F,65,93,66,56
120552,鄭小璟,M,45,82,55,80
120553,耿小伶,F,32,43,73,29
120554,陳小勳,M,59,88,75,86
120555,黃小郁,F,69,86,66,68
120556,梁小億,F,96,88,46,43
120557,許小庭,F,82,69,51,36
120558,陳小文,M,67,78,49,56
120559,陳小祺,F,59,98,84,77
120560,吳小蓁,F,74,90,79,50
120561,陳小伯,M,67,82,88,71
120562,林小巨,M,72,90,81,80
120563,李小珊,F,89,79,57,70
120564,蘇小棻,F,80,65,55,78
120565,黃小婷,F,63,54,79,68
120566,陳小宏,M,68,66,59,85
120567,陳小穎,F,72,51,76,63
120568,王小嵐,F,70,98,60,47
120569,蔡小蒨,F,92,67,65,51
120570,彭小婷,F,87,72,55,47
120571,張小婕,F,65,87,70,61
120572,林小宇,M,55,36,70,41
120573,丁小峰,M,79,84,64,73
120574,黃小婷,F,68,65,62,82
120575,吳小姍,F,44,68,80,59
120576,吳小霈,F,83,64,84,83
120577,許小月,F,99,84,72,86
120578,鄭小馨,F,67,65,69,52
120579,林小如,F,68,60,75,86
120580,張小庭,F,57,70,62,79
120581,康小婷,F,71,89,67,88
120582,蕭小仁,M,71,73,63,85
120583,周小陞,M,69,63,87,80
120584,鄭小勻,F,55,91,59,36
120585,王小方,F,54,82,89,43
120586,杜小威,M,88,87,95,62
120587,蔡小勳,F,83,80,66,81
120588,陳小盈,F,84,57,78,92
120589,藍小珮,F,72,88,68,90
120590,莊小函,F,53,82,97,91
120591,徐小宜,F,76,68,61,62
120592,楊小融,F,74,84,76,71
120593,陳小潔,F,64,89,75,61
120594,黃小珺,F,50,75,68,68
120595,李小賢,M,85,75,74,63
120596,洪小嘉,F,89,83,74,57
120597,林小榕,F,87,86,92,38
120598,黃小瑋,F,73,88,76,52
120599,楊小逸,M,78,76,59,60
120600,張小婷,F,60,70,61,73
120601,李小萱,F,63,72,69,31
120602,胡小婷,F,61,35,46,64
120603,周小融,F,75,54,68,57
120604,李小陞,M,68,30,82,64
120605,呂小嬋,F,96,67,78,63
120606,陳小君,F,70,81,95,72
120607,孫小庭,F,84,79,64,55
120608,陳小先,M,84,88,66,82
120609,吳小瑩,F,91,87,65,83
120610,羅小均,F,88,100,68,65
120611,白小瑋,F,48,84,71,67
120612,溫小晴,F,68,76,83,89
120613,黃小綺,F,86,67,76,96
120614,鄧小浩,M,52,98,54,56
120615,陳小霓,F,55,53,86,65
120616,沈小瑛,F,55,80,91,75
120617,許小瑜,F,73,87,70,52
120618,林小瑋,F,84,75,68,87
120619,陳小豪,M,81,60,65,77
120620,趙小宏,M,92,90,61,93
120621,陳小光,M,92,89,73,82
120622,李小恩,M,94,98,63,65
120623,劉小宏,M,70,82,55,67
120624,賀小鼎,M,84,92,88,54
120625,林小恆,F,71,62,67,74
120626,王小駿,M,68,65,93,52
120627,沈小安,F,82,91,82,45
120628,王小銘,M,87,75,72,79
120629,沈小宏,M,72,64,89,52
120630,儲小芳,F,77,71,76,57
120631,杜小真,F,75,84,55,91
120632,鍾小真,F,70,70,61,92
120633,楊小棻,F,71,76,70,85
120634,侯小瀅,F,61,87,57,66
120635,黃小雅,F,63,86,68,86
120636,楊小湄,F,59,88,92,77
120637,江小汶,F,70,84,63,97
120638,李小黠,M,73,74,71,74
120639,陳小如,F,80,54,59,47
120640,楊小東,M,84,66,83,89
120641,許小鈞,M,77,94,72,96
120642,劉小儒,F,80,73,66,52
120643,鄭小安,F,70,66,58,71
120644,顏小均,F,48,51,40,60
120645,謝小儒,F,93,78,63,63
120646,蔡小伶,F,71,63,82,62
120647,顏小嵐,F,82,74,66,54
120648,盧小峰,M,61,54,75,60
120649,許小筑,F,77,90,46,73
120650,陳小羽,F,83,54,85,67
120651,張小芬,F,84,85,86,46
120652,張小橋,F,74,74,84,58
120653,楊小翰,M,74,76,71,64
120654,蔡小霖,M,75,87,90,76
120655,林小卉,F,86,72,66,87
120656,劉小辰,F,66,85,73,64
120657,吳小駒,M,92,64,71,81
120658,歐小宗,M,53,86,92,72
120659,李小璇,F,74,64,70,47
120660,徐小羚,F,95,72,82,70
120661,劉小薇,F,67,78,68,65
120662,陳小文,F,52,84,46,69
120663,林小學,F,73,78,59,86
120664,葉小汝,F,76,58,83,63
120665,陳小文,F,71,81,77,52
120666,黃小庭,F,97,50,62,69
120667,許小文,F,79,75,69,68
120668,王小妤,F,75,71,78,52
120669,李小雯,F,45,63,52,56
120670,楊小翊,F,48,83,52,75
120671,蘇小禎,F,84,90,78,53
120672,游小曲,F,55,45,92,46
120673,陳小斯,F,66,98,84,60
120674,林小儀,F,50,73,59,36
120675,詹小綺,F,73,72,86,64
120676,劉小旭,M,81,90,86,79
120677,張小庭,F,66,77,86,52
120678,何小羽,F,57,84,62,43
120679,梁小錚,F,74,62,99,79
120680,連小子,F,58,81,90,57
120681,俞小晨,F,82,88,46,66
120682,游小茹,F,73,72,60,61
120683,黃小茹,F,75,74,78,83
120684,蔡小芳,F,56,82,87,72
120685,黃小蓉,F,73,79,60,45
120686,李小榛,F,59,57,53,62
120687,林小妤,F,68,70,64,58
120688,趙小君,F,83,75,72,75
120689,蘇小珺,F,97,84,53,61
120690,齊小勤,M,62,70,76,82
120691,林小真,F,58,70,66,58
120692,許小榕,F,62,53,96,45
120693,黃小安,F,91,97,88,71
120694,王小婷,F,93,52,68,77
120695,陳小薇,F,60,96,59,53
120696,詹小昱,M,72,52,70,64
120697,翁小容,F,66,80,55,69
120698,張小瑜,F,97,64,91,65
120699,呂小珍,F,89,77,91,52
120700,范小宇,M,66,66,54,73
120701,李小庭,F,86,45,95,44
120702,宋小芝,F,53,77,60,37
120703,李小芬,F,65,82,98,75
120704,林小萱,F,75,49,62,51
120705,何小慧,F,74,71,97,91
120706,陳小臻,F,72,65,76,67
120707,葉小儀,F,70,60,77,76
120708,賴小君,F,70,68,88,56
120709,范小恩,M,92,70,56,51
120710,劉小妏,F,71,59,94,84
120711,盧小蓁,F,80,46,100,83
120712,簡小倫,F,86,60,73,64
120713,詹小雲,F,94,72,64,71
120714,蔡小亨,M,60,64,92,66
120715,王小真,F,95,98,47,66
120716,張小捷,F,96,59,59,46
120717,王小婷,F,56,73,88,66
120718,胡小宜,F,79,84,53,70
120719,李小怡,F,80,58,83,80
120720,王小傑,M,63,63,56,47
120721,林小緯,M,57,52,59,54
120722,李小瑜,F,68,60,65,67
120723,呂小芬,F,77,82,70,49
120724,劉小琪,F,98,69,76,57
120725,王小祺,F,63,88,64,78
120726,余小億,M,68,91,92,59
120727,陳小吟,F,72,59,96,70
120728,謝小凌,F,73,73,88,72
120729,游小妤,F,67,86,64,59
120730,簡小庭,F,46,77,66,48
120731,謝小禪,F,93,77,88,50
120732,張小純,F,64,93,60,73
120733,江小軒,M,79,64,60,50
120734,王小毅,M,69,61,87,100
120735,鄭小齡,F,90,70,65,73
120736,郭小妤,F,89,71,82,82
120737,馮小桓,M,59,87,94,73
120738,林小廷,F,49,67,92,57
120739,王小陵,F,69,91,49,46
120740,黃小雯,F,84,69,75,73
120741,林小軒,F,84,86,78,51
120742,黃小雯,F,72,75,88,71
120743,曹小暄,F,99,67,90,60
120744,劉小絹,F,90,59,87,88
120745,沈小瑩,F,61,44,57,49
120746,林小宇,F,71,80,58,80
120747,黃小珊,F,63,77,65,64
120748,丘小璇,F,89,68,70,49
120749,林小萱,F,54,62,89,51
