120071,湯小萍,F,90,100,56,75,885.0
120072,黃小倫,M,70,79,87,74,847.0
120073,林小萱,F,55,96,59,84,804.5
120074,林小穎,F,76,75,87,59,810.0
120075,范小銘,M,60,72,70,54,697.0
120076,黃小婕,F,73,90,90,46,807.0
120077,施小吟,F,94,95,99,85,1022.0
120078,劉小萱,F,82,78,78,74,858.0
120079,謝小峮,F,69,60,63,45,649.5
120080,許小皓,M,67,56,89,45,698.5
120081,許小鴻,M,100,62,69,89,894.5
120082,陳小儀,F,91,84,81,72,901.5
120083,張小瑋,M,83,83,50,57,752.5
120084,鄭小倢,F,60,75,89,67,791.0
120085,李小芳,F,76,91,79,81,896.0
120086,宋小萱,F,83,84,66,65,819.0
120087,李小謀,M,52,86,100,67,822.0
120088,許小晶,F,68,64,98,71,822.0
120089,許小嫣,F,88,68,59,77,812.5
120090,陳小樺,F,75,63,93,57,786.0
120091,阮小凱,M,70,78,61,61,740.5
120092,陳小君,F,58,66,92,56,737.0
120093,王小月,F,62,55,71,48,645.0
120094,曾小樺,F,62,84,75,65,778.5
120095,聞小雯,F,59,55,51,67,643.0
120096,謝小伶,F,90,97,70,86,945.5
120097,王小捷,F,78,87,51,46,717.0
120098,陳小穎,F,83,61,60,81,794.5
120099,蔡小庭,F,78,66,45,63,700.5
120100,蕭小安,F,43,62,94,60,699.0
120101,劉小瑄,F,65,85,59,83,804.0
120102,黃小可,F,91,99,73,64,895.0
120103,柯小文,F,78,74,99,63,855.5
120104,陳小柔,F,76,89,79,78,882.0
120105,許小翎,F,79,91,52,81,837.5
120106,馬小鴻,M,82,73,93,57,832.0
120107,陳小如,F,71,90,79,59,812.5
120108,施小妤,F,84,77,70,55,784.5
120109,黃小晴,F,70,81,78,52,763.5
120110,林小鋒,M,90,85,59,60,810.0
120111,陳小雅,F,87,80,64,71,834.0
120112,王小博,M,70,79,85,51,773.0
120113,曾小雯,F,71,76,75,56,758.5
120114,張小瑋,F,89,100,78,80,952.0
120115,鄭小俐,F,65,79,51,85,775.0
120116,沈小綺,F,100,80,95,95,1022.5
120117,高小盈,F,76,60,68,97,839.0
120118,蕭小雯,F,62,56,54,65,656.0
120119,許小邦,M,60,64,76,55,695.0
120120,戴小潔,F,88,85,84,66,884.5
120121,章小云,F,60,52,81,46,650.5
120122,王小吟,F,60,87,84,56,775.5
120123,吳小儀,F,67,35,75,62,662.0
120124,張小絜,F,91,68,72,70,833.0
120125,陳小陵,F,52,64,57,63,647.5
120126,管小婷,F,62,96,66,80,831.0
120127,周小穎,F,79,94,72,64,844.0
120128,陳小君,F,88,78,69,74,853.5
120129,趙小風,F,62,66,61,49,650.5
120130,劉小廷,M,82,81,83,68,860.0
120131,莊小涵,F,81,77,64,60,775.5
120132,鄭小珍,F,70,70,42,56,658.0
120133,徐小明,M,63,84,83,54,768.5
120134,鄭小薪,F,70,62,75,41,675.5
120135,王小柔,F,64,97,56,73,793.5
120136,高小嫻,F,84,95,70,90,934.5
120137,阮小維,M,78,83,75,62,815.0
120138,洪小昊,M,64,41,81,42,623.0
120139,陳小臻,F,92,94,79,82,954.5
120140,黃小豪,M,72,54,60,74,723.0
120141,王小豪,M,68,54,55,52,632.5
120142,唐小華,F,89,51,71,59,749.0
120143,吳小潔,F,31,76,86,39,615.0
120144,蘇小清,F,85,61,62,60,742.5
120145,許小柔,F,74,50,75,57,705.5
120146,林小翔,M,82,61,85,56,779.0
120147,王小瑄,F,72,95,96,76,921.5
120148,邱小均,F,73,93,64,56,779.5
120149,林小蓁,F,87,96,75,62,874.5
120150,林小菁,F,97,84,60,65,846.0
120151,劉小豪,M,70,51,87,75,780.0
120152,蔡小芸,F,78,100,53,42,742.5
120153,郭小萱,F,95,68,62,69,817.0
120154,廖小駿,M,56,90,91,90,890.5
120155,王小卉,F,80,82,65,69,814.5
120156,孫小玟,F,63,74,62,66,727.0
120157,陳小均,F,79,63,83,82,848.0
120158,呂小騏,F,83,71,55,84,816.0
120159,林小駿,M,87,30,96,72,792.0
120160,莊小瑾,F,46,96,70,84,805.0
120161,曾小婷,F,58,76,41,73,685.5
120162,鍾小正,M,88,69,74,62,807.5
120163,何小穎,F,57,65,57,45,611.0
120164,洪小亭,F,77,82,59,67,784.5
120165,王小卉,F,55,84,86,54,752.0
120166,蔡小臻,F,70,68,61,74,754.5
120167,江小緯,M,40,81,79,46,658.0
120168,賴小威,M,63,78,58,70,739.0
120169,張小倫,M,49,80,69,74,741.5
120170,雲小邗,F,68,34,55,47,567.5
120171,葉小震,M,64,74,76,73,786.0
120172,蘇小睿,F,100,91,62,70,892.5
120173,江小潔,F,71,100,86,65,873.0
120174,王小楨,F,95,81,69,79,897.0
120175,楊小元,M,72,93,86,61,846.5
120176,蔡小紋,F,91,81,82,82,926.5
120177,簡小慧,F,74,59,71,59,724.0
120178,蘇小綺,F,84,67,75,53,766.0
120179,陳小璇,F,83,40,67,61,699.5
120180,謝小璇,F,60,100,56,82,816.0
120181,李小萩,F,67,83,100,93,937.5
120182,江小蓉,F,87,70,71,46,751.5
120183,劉小昀,F,73,65,73,50,714.0
120184,陳小蓁,F,75,84,61,83,836.5
120185,陳小韶,F,82,59,83,73,820.0
120186,許小舜,M,87,74,71,63,812.5
120187,曾小翰,M,59,84,83,67,795.5
120188,林小瑋,M,68,85,94,60,831.5
120189,張小玲,F,56,77,70,66,733.5
120190,吳小潔,F,50,75,85,58,724.0
120191,游小翰,M,44,72,65,65,669.5
120192,謝小文,F,84,74,41,49,686.5
120193,呂小雄,M,86,54,57,63,724.5
120194,韓小雯,F,89,52,83,66,802.5
120195,林小樺,F,83,58,79,54,753.5
120196,林小毅,M,56,69,68,68,714.5
120197,高小宇,M,69,55,60,70,704.5
120198,陳小玉,F,55,55,44,72,628.5
120199,陳小芬,F,71,79,81,57,784.0
120200,蔡小翰,M,63,73,59,48,663.0
120201,游小婷,F,70,86,100,61,858.0
120202,李小欣,F,64,42,85,69,716.5
120203,陳小臻,F,52,55,81,59,673.0
120204,趙小居,M,86,83,78,56,828.5
120205,林小涵,F,100,70,93,60,887.5
120206,黃小文,F,58,71,48,85,726.5
120207,盧小宇,M,88,62,82,65,819.0
120208,謝小琳,F,82,71,65,68,790.0
120209,許小琳,F,61,86,61,59,727.5
120210,張小嘉,F,94,80,89,59,881.5
120211,黃小雯,F,92,94,81,59,890.5
120212,郭小辰,F,64,74,75,38,678.5
120213,李小筠,F,70,72,61,83,791.5
120214,林小凱,M,84,57,75,51,735.0
120215,許小妮,F,81,68,63,51,723.5
120216,陳小樺,F,54,80,71,61,722.5
120217,劉小傑,M,62,82,81,63,782.5
120218,張小潔,F,67,80,60,43,680.0
120219,胡小麟,M,76,55,76,60,735.5
120220,何小霓,F,83,64,81,64,803.5
120221,林小葦,M,57,55,72,55,653.5
120222,熊小瑋,M,65,99,70,56,785.5
120223,廖小慈,F,71,86,96,52,824.0
120224,顏小琇,F,77,64,58,51,689.0
120225,蕭小廷,F,66,82,81,83,854.5
120226,吳小綸,F,85,77,78,53,801.5
120227,張小瑜,F,76,61,75,81,811.0
120228,康小華,F,75,87,59,66,788.0
120229,吳小穎,F,60,25,71,83,669.0
120230,蔡小達,M,46,57,58,67,626.5
120231,施小芹,F,66,62,75,61,723.5
120232,葉小儀,F,44,62,50,68,616.0
120233,蔡小節,F,71,60,66,66,726.0
120234,左小寧,F,100,59,51,51,728.0
120235,郭小瑄,F,77,82,92,74,888.0
120236,楊小依,F,75,71,45,57,686.0
120237,張小薇,F,80,76,73,41,735.5
120238,陳小鈞,F,54,93,84,57,775.5
120239,林小孜,F,79,100,56,63,816.0
120240,林小蓮,F,84,64,98,70,867.0
120241,陳小鍶,F,98,73,58,75,846.5
120242,高小軒,M,90,64,92,51,813.0
120243,張小凱,M,61,79,84,81,833.5
120244,陳小如,F,75,94,66,93,904.0
120245,宋小萍,F,79,78,69,77,835.5
120246,林小蔓,F,74,88,86,56,825.0
120247,賴小如,F,79,88,64,79,854.0
120248,尤小祥,M,77,79,89,56,819.0
120249,蘇小仲,M,91,100,81,63,914.5
120250,吳小哲,M,93,90,99,68,955.5
120251,王小荃,F,47,100,80,62,777.0
120252,陳小廷,M,64,80,82,78,831.0
120253,賴小潔,F,81,74,60,67,779.0
120254,劉小文,M,65,83,88,88,886.5
120255,劉小伶,F,91,79,46,64,777.5
120256,吳小妃,F,73,60,43,52,632.5
120257,莊小心,F,58,70,70,72,740.0
120258,陳小柔,F,59,49,46,36,522.5
120259,陳小瑋,M,62,84,75,56,751.5
120260,上小儀,F,55,82,99,79,854.5
120261,洪小祺,F,72,93,74,63,822.5
120262,潘小琳,F,64,59,64,52,655.5
120263,封小柔,F,69,58,83,26,637.5
120264,陳小軒,F,86,38,85,47,706.5
120265,梁小鎬,M,68,90,76,82,865.0
120266,邱小聖,M,77,86,75,57,804.5
120267,李小萍,F,63,65,68,77,752.5
120268,余小穎,F,85,92,84,57,866.0
120269,詹小任,M,81,79,39,76,766.0
120270,戴小婷,F,87,83,70,74,865.5
120271,呂小儒,F,45,49,66,62,608.5
120272,張小銘,F,90,64,79,78,861.5
120273,顏小葶,F,80,82,59,39,709.5
120274,林小潔,F,52,100,81,55,773.5
120275,黃小銘,M,56,56,74,68,697.0
120276,蕭小瑄,F,68,68,66,80,779.0
120277,沈小馨,F,73,79,72,66,794.5
120278,吳小如,F,96,68,57,76,828.5
120279,郭小靜,F,76,68,65,67,761.5
120280,宋小芳,F,79,60,83,51,747.5
120281,陳小恩,F,68,78,61,60,731.5
120282,黃小庭,F,81,99,95,79,965.0
120283,王小文,F,84,98,55,80,874.5
120284,朱小霆,M,67,92,62,45,721.0
120285,王小懿,F,56,76,83,74,787.5
120286,陳小璇,F,75,76,75,51,755.5
120287,蘇小舜,M,76,90,67,64,812.5
120288,吳小倫,F,68,91,79,55,794.0
120289,林小霞,F,67,84,57,44,685.5
120290,徐小凌,F,80,90,96,63,894.0
120291,賴小容,F,61,59,54,71,678.5
120292,邵小雅,F,73,55,76,74,768.5
120293,李小儀,F,84,79,92,74,901.5
120294,洪小庭,F,90,58,84,66,823.0
120295,詹小禎,F,92,77,51,72,812.0
120296,劉小妮,F,83,80,86,69,871.0
120297,鐘小羽,F,95,88,93,82,983.5
120298,吳小庭,F,84,91,72,76,887.5
120299,陳小樺,M,69,56,86,70,772.0
120300,周小璇,F,91,79,83,47,819.0
120301,邱小敏,F,84,65,68,82,830.5
120302,邱小珂,F,93,82,58,70,839.0
120303,杜小玲,F,55,65,53,42,586.0
120304,游小萱,F,92,90,87,51,871.5
120305,徐小蒨,F,79,71,98,77,890.5
120306,高小妤,F,60,70,70,75,755.0
120307,邱小慧,F,71,89,67,46,741.0
120308,丁小淮,F,74,70,80,75,822.0
120309,吳小昕,F,83,73,57,85,829.0
120310,宋小微,F,79,97,62,30,724.5
120311,洪小揚,F,89,67,62,53,748.5
120312,馬小瑄,F,83,67,84,67,827.5
120313,鄧小心,F,80,82,84,89,922.0
120314,張小誠,M,64,85,92,44,766.5
120315,高小筠,F,80,82,78,60,820.0
120316,高小鈞,F,88,65,84,71,849.5
120317,楊小萱,F,81,71,86,52,791.5
120318,陳小安,F,58,86,68,87,820.0
120319,王小騏,F,89,80,91,57,865.5
120320,劉小羚,F,70,71,63,85,800.0
120321,陳小晴,F,59,78,62,67,728.0
120322,鄭小文,F,71,63,73,84,805.0
120323,杜小潔,F,58,58,44,52,585.0
120324,周小慈,F,58,65,59,78,718.0
120325,羅小林,M,64,34,59,64,616.5
120326,郭小妤,F,63,74,66,30,629.0
120327,吳小燕,F,94,82,94,74,944.0
120328,黃小菻,F,59,73,59,54,669.0
120329,許小潔,F,80,91,94,97,993.5
120330,陳小婕,F,78,88,95,67,892.5
120331,賴小如,F,85,89,70,53,811.5
120332,張小倢,F,65,98,77,75,857.5
120333,詹小宇,M,70,83,98,55,827.5
120334,呂小亮,M,76,66,100,66,841.0
120335,閔小涵,F,76,96,76,82,904.0
120336,吳小甄,F,84,96,87,71,922.5
120337,劉小君,F,71,64,66,56,706.0
120338,李小婷,F,90,43,59,73,744.0
120339,陳小妮,F,73,71,83,54,766.0
120340,吳小懷,M,93,88,80,40,819.0
120341,童小儀,F,82,56,69,70,768.5
120342,羅小瑄,F,68,75,53,63,713.0
120343,鄭小謙,M,95,68,78,49,797.0
120344,蔡小慈,F,67,65,81,64,758.0
120345,林小萱,F,49,85,86,63,763.5
120346,蔡小宣,M,96,89,74,63,884.5
120347,王小婷,F,78,83,55,54,741.0
120348,王小伶,F,83,70,87,71,854.5
120349,杜小安,M,61,88,84,71,826.0
120350,陳小安,M,68,90,72,71,822.0
120351,余小昱,M,57,50,82,71,714.0
120352,簡小萱,F,63,56,48,74,671.0
120353,盧小姍,F,94,89,82,67,910.5
120354,林小茹,F,58,64,86,61,732.0
120355,王小源,F,59,81,83,90,857.0
120356,林小青,F,57,70,73,65,723.5
120357,洪小庭,F,85,72,84,77,876.0
120358,黃小晴,F,63,60,93,61,754.5
120359,王小禎,F,83,45,81,74,786.0
120360,謝小如,F,59,85,63,75,772.0
120361,林小蓁,F,93,95,89,54,901.0
120362,李小瑢,F,84,60,83,81,852.5
120363,陳小蓉,F,68,60,68,60,704.0
120364,練小寧,F,74,71,100,56,817.5
120365,吳小賢,M,91,69,61,98,892.0
120366,蔡小儒,M,59,64,81,75,764.5
120367,呂小圻,F,79,58,100,79,869.0
120368,楊小柔,F,80,86,54,68,794.0
120369,丁小菱,F,74,64,74,77,798.0
120370,李小潤,F,77,100,73,67,864.5
120371,黃小芳,F,83,94,59,66,829.5
120372,陳小怡,F,57,96,88,59,808.0
120373,陳小伶,F,56,60,88,66,736.0
120374,吳小任,M,54,79,70,81,777.5
120375,黃小琳,F,63,85,77,55,759.0
120376,徐小芸,F,65,69,49,36,598.0
120377,劉小湄,F,85,71,72,56,780.5
120378,鐘小吟,F,81,71,65,93,862.0
120379,李小心,F,87,90,70,63,850.0
120380,蘇小雅,F,51,60,63,50,610.5
120381,吳小倫,F,100,97,78,92,1013.5
120382,陳小君,F,58,73,65,58,693.0
120383,戴小倩,F,85,71,75,84,872.0
120384,陳小戎,M,53,53,73,59,651.0
120385,劉小伶,F,62,78,80,52,737.0
120386,楊小珺,F,67,80,63,69,765.5
120387,王小棋,F,79,82,61,63,783.5
120388,于小涵,F,63,57,56,57,642.5
120389,余小壕,M,75,63,58,52,683.5
120390,吳小翰,M,73,80,59,46,704.5
120391,簡小珊,F,87,79,60,72,824.5
120392,陳小芳,F,73,67,87,55,769.0
120393,邱小晴,F,79,55,61,49,674.0
120394,張小汝,F,80,92,83,80,917.5
120395,林小岑,F,69,62,54,62,683.0
120396,蔡小蘋,F,61,88,77,60,775.5
120397,廖小茹,F,54,70,64,68,701.0
120398,賴小妏,F,84,59,51,69,734.0
120399,鄭小雯,F,84,70,51,82,800.5
120400,李小如,F,92,61,80,81,871.5
120401,張小文,F,66,59,71,59,700.0
120402,鄭小妤,F,58,84,86,86,857.0
120403,蔡小錩,M,83,67,60,72,782.5
120404,洪小琦,F,61,76,89,68,799.5
120405,周小鈞,M,74,78,79,61,797.5
120406,胡小涵,F,58,59,80,44,653.5
120407,趙小麟,M,82,73,65,63,780.0
120408,王小耀,M,99,71,80,80,914.5
120409,李小倫,F,100,95,64,90,967.5
120410,洪小楷,F,67,76,68,99,858.0
120411,李小美,F,60,71,59,48,649.0
120412,劉小玫,F,85,56,62,78,784.0
120413,陳小立,F,63,64,60,66,697.0
120414,賴小樺,F,66,69,75,90,828.0
120415,沈小韻,F,86,84,52,66,796.0
120416,余小穎,F,80,72,95,81,900.5
120417,葉小寧,F,62,69,60,70,718.5
120418,許小儀,F,47,73,76,62,699.5
120419,藍小頡,M,72,99,64,66,821.5
120420,曾小繕,F,83,80,86,67,865.0
120421,楊小翰,M,76,51,66,53,679.5
120422,高小喻,F,56,61,38,57,586.5
120423,陳小心,F,60,58,67,71,705.5
120424,王小翔,M,63,99,61,82,835.0
120425,黃小晴,F,92,65,94,59,850.5
120426,陳小庭,F,73,35,63,68,668.0
120427,何小昀,F,69,93,57,71,795.0
120428,彭小容,F,86,73,60,67,791.5
120429,王小慧,F,55,94,71,40,697.5
120430,蕭小綾,F,60,89,71,55,745.0
120431,孔小雅,F,62,90,100,94,943.0
120432,王小婷,F,70,99,69,60,810.0
120433,吳小彥,M,74,81,75,83,861.0
120434,莊小晴,F,81,69,94,61,833.5
120435,荊小硯,M,65,82,59,55,712.5
120436,張小甄,F,88,91,57,56,802.0
120437,李小璇,F,82,78,57,68,787.5
120438,朱小香,F,39,84,59,41,597.5
120439,陳小慧,F,88,93,76,73,905.5
120440,陳小竹,F,91,89,73,66,876.0
120441,孫小汝,F,96,57,80,65,825.5
120442,陳小如,F,55,64,70,61,683.0
120443,吳小衛,M,67,100,68,78,855.0
120444,黃小慈,F,74,67,51,47,658.0
120445,徐小至,M,76,49,87,65,763.0
120446,陳小暉,M,71,86,64,70,798.0
120447,林小榮,M,64,80,69,50,714.5
120448,鄭小勳,F,73,63,71,70,764.0
120449,蔡小彰,M,87,80,51,61,771.5
120450,陳小伶,F,87,77,85,53,825.0
120451,王小雯,F,91,66,72,68,822.0
120452,劉小瑜,F,74,85,67,60,782.0
120453,詹小綺,F,52,43,94,53,657.5
120454,劉小榆,F,50,68,65,79,719.5
120455,葉小嫻,F,54,66,72,57,678.0
120456,陳小銘,M,78,69,71,62,770.0
120457,林小融,F,95,67,56,91,865.5
120458,陳小霖,F,60,99,60,56,745.5
120459,范小萍,F,84,67,82,75,849.5
120460,王小寧,F,89,89,51,52,773.0
120461,張小蓁,F,74,72,69,72,790.5
120462,許小偉,M,65,62,78,70,755.0
120463,張小瑜,F,89,91,71,64,864.0
120464,蔣小圻,F,71,57,74,68,744.5
120465,葉小瑄,F,57,64,76,51,674.0
120466,陳小穎,F,68,82,68,35,684.0
120467,趙小儒,F,64,89,79,77,843.0
120468,王小儀,F,86,100,66,79,910.0
120469,廖小葦,M,71,67,69,52,709.0
120470,周小蓉,F,86,77,84,62,846.5
120471,陳小蓁,F,71,95,61,58,777.0
120472,許小群,M,72,64,58,74,743.0
120473,彭小炤,M,89,56,54,39,659.0
120474,劉小嘉,M,64,82,79,81,837.5
120475,房小均,F,69,83,71,51,745.0
120476,洪小柔,F,98,63,68,53,780.5
120477,許小筑,F,64,61,77,37,648.0
120478,曾小皓,M,72,66,83,90,858.5
120479,章小文,F,93,67,83,77,885.0
120480,謝小敏,F,86,68,62,51,736.0
120481,高小儀,F,66,87,77,43,737.0
120482,徐小媛,F,75,95,83,61,853.0
120483,劉小妤,F,80,100,62,71,858.0
120484,陳小卉,F,81,73,54,76,788.5
120485,陳小萱,F,72,86,88,65,846.0
120486,詹小如,F,62,77,44,41,611.5
120487,郭小君,F,87,86,81,79,915.5
120488,吳小蓮,F,92,95,44,71,836.5
120489,岳小嚴,F,76,70,67,66,768.5
120490,李小寧,F,61,96,100,51,826.0
120491,趙小蔭,M,89,96,58,55,817.0
120492,黃小樹,M,88,78,93,76,919.5
120493,高小絜,F,51,89,49,68,702.0
120494,林小文,F,61,67,76,60,720.5
120495,楊小右,M,66,82,76,51,746.0
120496,李小雯,F,66,90,62,77,809.0
120497,許小薇,F,51,60,51,48,574.5
120498,張小雰,F,98,63,53,63,773.0
120499,黃小君,F,81,66,89,77,861.5
120500,魏小婕,F,85,100,70,51,833.0
120501,蕭小鳳,F,62,71,71,49,688.0
120502,莊小鈞,F,96,91,91,67,944.0
120503,陳小雄,M,96,100,92,65,963.0
120504,陳小賢,M,55,68,76,39,642.0
120505,賴小之,F,82,80,67,77,844.5
120506,王小駿,M,46,78,63,58,664.5
120507,李小諭,F,78,77,79,50,774.0
120508,謝小螢,F,78,96,85,84,938.5
120509,王小穎,F,80,79,49,70,770.0
120510,洪小惠,F,77,74,78,73,830.0
120511,李小俊,F,87,74,76,42,762.0
120512,林小蓁,F,67,94,75,64,815.5
120513,賀小笙,M,63,97,81,54,796.0
120514,蔡小峻,M,66,57,84,82,796.5
120515,盧小瑟,F,63,88,56,56,717.0
120516,曾小容,F,87,88,84,64,883.0
120517,邊小原,F,57,96,61,56,731.5
120518,魏小潔,F,94,52,79,58,783.5
120519,黃小苹,F,83,47,80,91,839.5
120520,林小璞,F,66,100,88,56,836.0
120521,曾小涵,F,86,84,89,51,843.5
120522,戴小婷,F,100,60,69,81,865.5
120523,洪小婷,F,65,82,77,59,769.5
120524,張小雯,F,88,61,88,68,840.5
120525,黃小怡,F,89,79,77,65,852.0
120526,高小中,M,75,96,84,87,936.0
120527,高小怡,F,86,100,51,49,782.5
120528,陳小文,F,73,75,59,76,782.0
120529,賴小婷,F,52,89,77,66,769.0
120530,曾小琪,F,88,92,96,65,929.0
120531,黃小偉,M,77,70,82,73,830.0
120532,張小婷,F,86,49,59,71,741.0
120533,蔡小倫,F,88,70,93,94,953.5
120534,陳小穎,F,53,100,48,87,790.0
120535,林小如,F,67,93,77,59,803.0
120536,林小惟,M,46,75,89,79,785.0
120537,莊小臻,F,55,73,83,69,762.0
120538,楊小郁,F,74,40,39,60,599.5
120539,張小瑄,F,96,67,88,77,906.5
120540,林小琇,F,98,91,57,71,877.0
120541,曾小君,F,58,51,57,70,654.0
120542,陳小婷,F,76,77,92,82,896.5
120543,林小瑜,F,88,61,76,53,765.5
120544,蘇小寧,F,78,100,85,81,939.5
120545,林小安,F,97,71,82,88,937.5
120546,簡小勳,M,92,92,67,69,880.5
120547,謝小婷,F,84,74,47,72,770.5
120548,何小榛,F,65,79,61,83,794.0
120549,夏小鈺,F,78,82,83,41,769.5
120550,陳小琳,F,84,72,63,65,784.5
120551,鄭小萱,F,65,93,66,56,760.5
120552,鄭小璟,M,45,82,55,80,717.5
120553,耿小伶,F,32,43,73,29,473.0
120554,陳小勳,M,59,88,75,86,842.5
120555,黃小郁,F,69,86,66,68,791.0
120556,梁小億,F,96,88,46,43,752.0
120557,許小庭,F,82,69,51,36,654.0
120558,陳小文,M,67,78,49,56,686.5
120559,陳小祺,F,59,98,84,77,863.0
120560,吳小蓁,F,74,90,79,50,794.5
120561,陳小伯,M,67,82,88,71,839.0
120562,林小巨,M,72,90,81,80,883.5
120563,李小珊,F,89,79,57,70,817.0
120564,蘇小棻,F,80,65,55,78,774.0
120565,黃小婷,F,63,54,79,68,725.5
120566,陳小宏,M,68,66,59,85,771.5
120567,陳小穎,F,72,51,76,63,722.5
120568,王小嵐,F,70,98,60,47,746.0
120569,蔡小蒨,F,92,67,65,51,759.0
120570,彭小婷,F,87,72,55,47,719.5
120571,張小婕,F,65,87,70,61,770.5
120572,林小宇,M,55,36,70,41,553.0
120573,丁小峰,M,79,84,64,73,826.0
120574,黃小婷,F,68,65,62,82,767.5
120575,吳小姍,F,44,68,80,59,679.0
120576,吳小霈,F,83,64,84,83,868.0
120577,許小月,F,99,84,72,86,945.0
120578,鄭小馨,F,67,65,69,52,692.0
120579,林小如,F,68,60,75,86,799.5
120580,張小庭,F,57,70,62,79,738.0
120581,康小婷,F,71,89,67,88,867.0
120582,蕭小仁,M,71,73,63,85,808.0
120583,周小陞,M,69,63,87,80,822.0
120584,鄭小勻,F,55,91,59,36,648.0
120585,王小方,F,54,82,89,43,718.5
120586,杜小威,M,88,87,95,62,905.0
120587,蔡小勳,F,83,80,66,81,857.0
120588,陳小盈,F,84,57,78,92,865.5
120589,藍小珮,F,72,88,68,90,876.0
120590,莊小函,F,53,82,97,91,879.5
120591,徐小宜,F,76,68,61,62,736.5
120592,楊小融,F,74,84,76,71,835.0
120593,陳小潔,F,64,89,75,61,785.0
120594,黃小珺,F,50,75,68,68,711.5
120595,李小賢,M,85,75,74,63,816.5
120596,洪小嘉,F,89,83,74,57,830.5
120597,林小榕,F,87,86,92,38,820.0
120598,黃小瑋,F,73,88,76,52,785.0
120599,楊小逸,M,78,76,59,60,751.5
120600,張小婷,F,60,70,61,73,726.5
120601,李小萱,F,63,72,69,31,634.5
120602,胡小婷,F,61,35,46,64,577.5
120603,周小融,F,75,54,68,57,701.0
120604,李小陞,M,68,30,82,64,676.0
120605,呂小嬋,F,96,67,78,63,839.5
120606,陳小君,F,70,81,95,72,866.0
120607,孫小庭,F,84,79,64,55,774.5
120608,陳小先,M,84,88,66,82,883.0
120609,吳小瑩,F,91,87,65,83,902.0
120610,羅小均,F,88,100,68,65,879.0
120611,白小瑋,F,48,84,71,67,732.5
120612,溫小晴,F,68,76,83,89,868.5
120613,黃小綺,F,86,67,76,96,903.5
120614,鄧小浩,M,52,98,54,56,704.0
120615,陳小霓,F,55,53,86,65,707.5
120616,沈小瑛,F,55,80,91,75,817.5
